Frame Index,Elapsed Time,FPS,Width,Height,Puck Position X,Puck Position Y,Puck Position Alpha,Puck Velocity X,Puck Velocity Y,Puck Velocity Alpha,Mallet Position X,Mallet Position Y,Mallet Position Alpha,TableBoundary1X,TableBoundary1Y,TableBoundary2X,TableBoundary2Y,Boundary Collision X,Boundary Collision Y,Mallet Target X,Mallet Target Y,Mallet Current X,Mallet Current Y,Puck Radius,Serial - Mallet Target Location,Serial - Mallet Current Location
37053,63595537753639.6,60.00024000096,320,240,210,137,27,-31.0139557510441,-29.6534597458065,27,280,166,27,76,34,282,196,269,180,269,176,280,166,13,170,166
37054,63595537753663.6,60.00024000096,320,240,210,137,27,0,0,27,280,173,27,76,34,282,196,269,180,269,176,280,173,13,170,170
37055,63595537753684.6,60.00024000096,320,240,204,132,27,-15.2847943446069,-13.4280495773463,27,280,180,27,76,34,282,196,269,180,269,176,280,180,13,170,170
37056,63595537753707.6,60.00024000096,320,240,198,127,27,-28.147799743126,-25.4369523829255,27,280,186,27,76,34,282,196,269,180,269,176,280,186,13,170,170
37057,63595537753729.6,60.00024000096,320,240,193,122,27,-34.408520718723,-31.4401428593035,27,280,191,27,76,34,282,196,269,180,269,176,280,191,13,170,170
37058,63595537753750.6,60.00024000096,320,240,188,117,27,-38.1524777662237,-35.2632566497221,27,281,194,27,76,34,282,196,269,180,269,176,281,194,13,170,170
37059,63595537753772.6,60.00024000096,320,240,182,112,27,-43.1983168476792,-39.1039025788714,27,281,196,27,76,34,282,196,269,180,269,176,281,196,13,170,170
37060,63595537753792.6,60.00024000096,320,240,178,108,27,-44.196087195991,-41.2159082965153,27,281,197,27,76,34,282,196,269,180,269,176,281,197,13,170,170
37061,63595537753815.6,60.00024000096,320,240,173,104,27,-44.4219042580186,-40.7947564286319,27,280,199,27,76,34,282,196,269,180,269,176,280,199,13,170,170
37062,63595537753838.6,60.00024000096,320,240,173,104,27,0,0,27,281,201,27,76,34,282,196,269,180,269,176,281,201,13,170,170
37063,63595537753859.6,60.00024000096,320,240,167,98,27,-16.16589524161,-16.5642146616882,27,281,201,27,76,34,282,196,269,180,269,176,281,201,13,170,170
37064,63595537753884.6,60.00024000096,320,240,162,93,27,-26.5182070527505,-25.6417534060648,27,281,201,27,76,34,282,196,269,180,269,176,281,201,13,170,170
37065,63595537753904.6,60.00024000096,320,240,162,93,27,0,0,27,281,202,27,76,34,282,196,269,180,269,176,281,202,13,170,170
37066,63595537753925.6,60.00024000096,320,240,155,86,27,-18.033485574254,-17.1814099932137,27,280,202,27,76,34,282,196,269,180,269,176,280,202,13,170,170
37067,63595537753945.6,60.00024000096,320,240,149,80,27,-29.2448889384108,-28.0008585900919,27,281,202,27,76,34,282,196,269,180,269,176,281,202,13,170,170
37068,63595537753966.6,60.00024000096,320,240,144,75,27,-34.5454933875598,-34.6412801561507,27,281,202,27,76,34,282,196,269,180,269,176,281,202,13,170,170
37069,63595537753987.6,60.00024000096,320,240,140,71,27,-37.7678190305582,-37.11261148532,27,281,203,27,76,34,282,196,269,180,269,176,281,203,13,170,170
37070,63595537754009.6,60.00024000096,320,240,134,65,27,-42.5637223583844,-41.5560745733545,27,281,203,27,76,34,282,196,269,180,269,176,281,203,13,170,170
37071,63595537754032.6,60.00024000096,320,240,129,60,27,-43.4745638818567,-43.8105582165705,27,281,202,27,76,34,282,196,269,180,269,176,281,202,13,170,170
37072,63595537754057.6,60.00024000096,320,240,129,60,27,0,0,27,281,202,27,76,34,282,196,269,180,269,176,281,202,13,170,170
37073,63595537754080.6,60.00024000096,320,240,124,57,27,-14.8862239889724,-9.83647535795586,27,281,202,27,76,34,282,196,269,180,269,176,281,202,13,170,170
37074,63595537754104.6,60.00024000096,320,240,119,55,27,-23.1918870238996,-12.9032540226156,27,281,202,27,76,34,282,196,269,180,269,176,281,202,13,170,170
37075,63595537754125.6,60.00024000096,320,240,114,54,27,-30.3012862911701,-10.680893154764,27,281,202,27,76,34,282,196,269,180,269,176,281,202,13,170,170
37076,63595537754154.6,60.00024000096,320,240,110,54,27,-33.3389213900722,-7.25995993730368,27,282,202,27,76,34,282,196,269,180,269,176,282,202,13,170,170
37077,63595537754188.6,60.00024000096,320,240,106,55,27,-35.4432697649409,-3.44969354628961,27,281,202,27,76,34,282,196,269,180,269,176,281,202,13,170,170
37078,63595537754208.6,60.00024000096,320,240,104,56,27,-32.5228626480442,-1.16771992699369,27,281,203,27,76,34,282,196,269,180,269,176,281,203,13,170,170
37079,63595537754231.6,60.00024000096,320,240,104,56,27,0,0,27,281,203,27,76,34,282,196,269,180,269,176,281,203,13,170,170
