Frame Index,Elapsed Time,FPS,Width,Height,Puck Position X,Puck Position Y,Puck Position Alpha,Puck Velocity X,Puck Velocity Y,Puck Velocity Alpha,Mallet Position X,Mallet Position Y,Mallet Position Alpha,TableBoundary1X,TableBoundary1Y,TableBoundary2X,TableBoundary2Y,Boundary Collision X,Boundary Collision Y,Mallet Target X,Mallet Target Y,Mallet Current X,Mallet Current Y,Puck Radius,Serial - Mallet Target Location,Serial - Mallet Current Location
3533,63595544602799.3,60.00024000096,320,240,,,27,0,0,27,297,110,27,46,36,289,199,,,,,297,110,13,118,110
3534,63595544602818.3,60.00024000096,320,240,,,27,0,0,27,297,111,27,46,36,289,199,,,,,297,111,13,118,111
3535,63595544602871.3,60.00024000096,320,240,,,27,0,0,27,298,112,27,46,36,289,199,,,,,298,112,13,118,112
3536,63595544602894.3,60.00024000096,320,240,,,27,0,0,27,298,113,27,46,36,289,199,,,,,298,113,13,118,113
3537,63595544602912.3,60.00024000096,320,240,,,27,0,0,27,298,115,27,46,36,289,199,,,,,298,115,13,118,115
3538,63595544602934.3,60.00024000096,320,240,,,27,0,0,27,299,117,27,46,36,289,199,,,,,299,117,13,118,117
3539,63595544602954.3,60.00024000096,320,240,,,27,0,0,27,299,119,27,46,36,289,199,,,,,299,119,13,118,119
3540,63595544602977.3,60.00024000096,320,240,,,27,0,0,27,299,121,27,46,36,289,199,,,,,299,121,13,118,121
3541,63595544602996.3,60.00024000096,320,240,,,27,0,0,27,299,124,27,46,36,289,199,,,,,299,124,13,118,124
3542,63595544603018.3,60.00024000096,320,240,,,27,0,0,27,298,124,27,46,36,289,199,,,,,298,124,13,118,124
3543,63595544603038.3,60.00024000096,320,240,,,27,0,0,27,299,124,27,46,36,289,199,,,,,299,124,13,118,124
3544,63595544603063.3,60.00024000096,320,240,,,27,0,0,27,298,123,27,46,36,289,199,,,,,298,123,13,118,123
3545,63595544603084.3,60.00024000096,320,240,,,27,0,0,27,298,122,27,46,36,289,199,,,,,298,122,13,118,122
3546,63595544603107.3,60.00024000096,320,240,,,27,0,0,27,298,122,27,46,36,289,199,,,,,298,122,13,118,122
3547,63595544603125.3,60.00024000096,320,240,,,27,0,0,27,299,119,27,46,36,289,199,,,,,299,119,13,118,119
3548,63595544603147.3,60.00024000096,320,240,,,27,0,0,27,299,117,27,46,36,289,199,,,,,299,117,13,118,117
3549,63595544603168.3,60.00024000096,320,240,,,27,0,0,27,299,114,27,46,36,289,199,,,,,299,114,13,118,114
3550,63595544603187.3,60.00024000096,320,240,,,27,0,0,27,299,111,27,46,36,289,199,,,,,299,111,13,118,111
3551,63595544603208.3,60.00024000096,320,240,,,27,0,0,27,299,111,27,46,36,289,199,,,,,299,111,13,118,111
3552,63595544603227.3,60.00024000096,320,240,,,27,0,0,27,299,111,27,46,36,289,199,,,,,299,111,13,118,111
3553,63595544603248.3,60.00024000096,320,240,,,27,0,0,27,299,111,27,46,36,289,199,,,,,299,111,13,118,111
