Frame Index,Elapsed Time,FPS,Width,Height,Puck Position X,Puck Position Y,Puck Position Alpha,Puck Velocity X,Puck Velocity Y,Puck Velocity Alpha,Mallet Position X,Mallet Position Y,Mallet Position Alpha,TableBoundary1X,TableBoundary1Y,TableBoundary2X,TableBoundary2Y,Boundary Collision X,Boundary Collision Y,Mallet Target X,Mallet Target Y,Mallet Current X,Mallet Current Y,Puck Radius,Serial - Mallet Target Location,Serial - Mallet Current Location
2775,63595534980383.9,60.00024000096,320,240,127,43,27,0,0,27,298,113,27,35,32,284,196,,,,,298,113,13,0,0
2776,63595534980400.9,60.00024000096,320,240,127,44,27,0,0,27,298,112,27,35,32,284,196,,,,,298,112,13,0,0
2777,63595534980419.9,60.00024000096,320,240,127,44,27,0,0,27,297,112,27,35,32,284,196,,,,,297,112,13,0,0
2778,63595534980438.9,60.00024000096,320,240,127,44,27,0,0,27,297,111,27,35,32,284,196,,,,,297,111,13,0,0
2779,63595534980456,60.00024000096,320,240,127,44,27,0,0,27,297,112,27,35,32,284,196,,,,,297,112,13,0,0
2780,63595534980474.9,60.00024000096,320,240,127,44,27,0,0,27,298,112,27,35,32,284,196,,,,,298,112,13,0,0
2781,63595534980497,60.00024000096,320,240,127,44,27,0,0,27,297,112,27,35,32,284,196,,,,,297,112,13,0,0
2782,63595534980516.9,60.00024000096,320,240,127,44,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2783,63595534980537,60.00024000096,320,240,127,44,27,0,0,27,298,114,27,35,32,284,196,,,,,298,114,13,0,0
2784,63595534980553.9,60.00024000096,320,240,127,44,27,0,0,27,298,113,27,35,32,284,196,,,,,298,113,13,0,0
2785,63595534980572,60.00024000096,320,240,127,44,27,0,0,27,298,113,27,35,32,284,196,,,,,298,113,13,0,0
2786,63595534980588,60.00024000096,320,240,127,44,27,0,0,27,298,113,27,35,32,284,196,,,,,298,113,13,0,0
2787,63595534980605,60.00024000096,320,240,127,45,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2788,63595534980621,60.00024000096,320,240,127,45,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2789,63595534980639,60.00024000096,320,240,127,45,27,0,0,27,297,114,27,35,32,284,196,,,,,297,114,13,0,0
2790,63595534980655,60.00024000096,320,240,127,45,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2791,63595534980673,60.00024000096,320,240,127,45,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2792,63595534980691,60.00024000096,320,240,127,45,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2793,63595534980712,60.00024000096,320,240,126,44,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2794,63595534980729,60.00024000096,320,240,127,45,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2795,63595534980748,60.00024000096,320,240,127,45,27,0,0,27,297,114,27,35,32,284,196,,,,,297,114,13,0,0
2796,63595534980766,60.00024000096,320,240,127,45,27,0,0,27,297,114,27,35,32,284,196,,,,,297,114,13,0,0
2797,63595534980783,60.00024000096,320,240,127,45,27,0,0,27,298,114,27,35,32,284,196,,,,,298,114,13,0,0
2798,63595534980801,60.00024000096,320,240,127,45,27,0,0,27,297,114,27,35,32,284,196,,,,,297,114,13,0,0
2799,63595534980818,60.00024000096,320,240,126,44,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2800,63595534980837,60.00024000096,320,240,127,45,27,0,0,27,298,113,27,35,32,284,196,,,,,298,113,13,0,0
2801,63595534980855,60.00024000096,320,240,127,45,27,0,0,27,298,113,27,35,32,284,196,,,,,298,113,13,0,0
2802,63595534980873,60.00024000096,320,240,127,45,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2803,63595534980895,60.00024000096,320,240,127,44,27,0,0,27,298,113,27,35,32,284,196,,,,,298,113,13,0,0
2804,63595534980912,60.00024000096,320,240,127,44,27,0,0,27,298,113,27,35,32,284,196,,,,,298,113,13,0,0
2805,63595534980931,60.00024000096,320,240,127,45,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2806,63595534980950,60.00024000096,320,240,127,45,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2807,63595534980970,60.00024000096,320,240,127,44,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2808,63595534980987,60.00024000096,320,240,127,44,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2809,63595534981011,60.00024000096,320,240,127,44,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2810,63595534981027,60.00024000096,320,240,126,44,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2811,63595534981047,60.00024000096,320,240,126,44,27,0,0,27,297,114,27,35,32,284,196,,,,,297,114,13,0,0
2812,63595534981063,60.00024000096,320,240,126,44,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2813,63595534981087,60.00024000096,320,240,126,44,27,0,0,27,296,114,27,35,32,284,196,,,,,296,114,13,0,0
2814,63595534981106,60.00024000096,320,240,126,44,27,0,0,27,296,114,27,35,32,284,196,,,,,296,114,13,0,0
2815,63595534981123,60.00024000096,320,240,126,44,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2816,63595534981142,60.00024000096,320,240,126,44,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2817,63595534981158,60.00024000096,320,240,126,44,27,0,0,27,297,112,27,35,32,284,196,,,,,297,112,13,0,0
2818,63595534981178,60.00024000096,320,240,126,44,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2819,63595534981196,60.00024000096,320,240,127,44,27,0,0,27,297,113,27,35,32,284,196,,,,,297,113,13,0,0
2820,63595534981213,60.00024000096,320,240,127,44,27,0,0,27,297,114,27,35,32,284,196,,,,,297,114,13,0,0
2821,63595534981232,60.00024000096,320,240,127,44,27,0,0,27,297,114,27,35,32,284,196,,,,,297,114,13,0,0
2822,63595534981248,60.00024000096,320,240,127,44,27,0,0,27,298,113,27,35,32,284,196,,,,,298,113,13,0,0
2823,63595534981266,60.00024000096,320,240,127,44,27,0,0,27,297,114,27,35,32,284,196,,,,,297,114,13,0,0
2824,63595534981289,60.00024000096,320,240,127,44,27,0,0,27,297,112,27,35,32,284,196,,,,,297,112,13,0,0
2825,63595534981309,60.00024000096,320,240,127,44,27,0,0,27,297,112,27,35,32,284,196,,,,,297,112,13,0,0
