Frame Index,Elapsed Time,FPS,Width,Height,Puck Position X,Puck Position Y,Puck Position Alpha,Puck Velocity X,Puck Velocity Y,Puck Velocity Alpha,Mallet Position X,Mallet Position Y,Mallet Position Alpha,TableBoundary1X,TableBoundary1Y,TableBoundary2X,TableBoundary2Y,Boundary Collision X,Boundary Collision Y,Mallet Target X,Mallet Target Y,Mallet Current X,Mallet Current Y,Puck Radius,Serial - Mallet Target Location,Serial - Mallet Current Location
2190,11,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13,40,119
2191,8,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13
2192,10,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13,40,119
2193,9,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13
2194,11,60.00024000096,320,240,,,27,0,0,27,286,119,27,36,33,290,197,,,,,286,119,13,40,119
2195,7,60.00024000096,320,240,,,27,0,0,27,286,119,27,36,33,290,197,,,,,286,119,13,40,119
2196,10,60.00024000096,320,240,,,27,0,0,27,286,119,27,36,33,290,197,,,,,286,119,13
2197,10,60.00024000096,320,240,,,27,0,0,27,286,119,27,36,33,290,197,,,,,286,119,13,40,119
2198,8,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13
2199,14,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13,40,119
2200,8,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13,40,119
2201,12,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13
2202,11,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13,40,119
2203,12,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13,40,119
2204,10,60.00024000096,320,240,,,27,0,0,27,286,119,27,36,33,290,197,,,,,286,119,13,40,119
2205,8,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13
2206,8,60.00024000096,320,240,,,27,0,0,27,285,120,27,36,33,290,197,,,,,285,120,13,40,120
2207,8,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13
2208,11,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13,40,119
2209,9,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13,40,119
2210,11,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13
2211,7,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13,40,119
2212,11,60.00024000096,320,240,,,27,0,0,27,286,119,27,36,33,290,197,,,,,286,119,13
2213,8,60.00024000096,320,240,,,27,0,0,27,286,119,27,36,33,290,197,,,,,286,119,13,40,119
2214,12,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13,40,119
2215,10,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13
2216,11,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13,40,119
2217,12,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13,40,119
2218,12,60.00024000096,320,240,,,27,0,0,27,285,119,27,36,33,290,197,,,,,285,119,13,40,119
